,cntry,idno,netustm,lvpntyr,ppltrst,vote,prtvtdfi,gndr,yrbrn,edlvdfi,eduyrs,wkhct,wkhtot,grspnum,frlgrsp,inwtm
1490,FI,59089,60.0,1991.0,6,1.0,4.0,2,1971,7.0,15.0,38.0,38.0,3200.0,,41.0
1491,FI,59093,,1961.0,6,1.0,3.0,1,1940,2.0,7.0,38.0,35.0,,,71.0
1492,FI,59101,,1975.0,3,1.0,,2,1958,8.0,14.0,42.0,42.0,,,
1493,FI,59131,75.0,1975.0,4,1.0,4.0,2,1940,7.0,12.0,38.0,38.0,,,61.0
1494,FI,59172,120.0,2008.0,6,2.0,,2,1988,5.0,13.0,38.0,38.0,,,73.0
1495,FI,59200,120.0,1992.0,6,2.0,,1,1968,7.0,13.0,50.0,50.0,4500.0,,60.0
1496,FI,59250,60.0,1994.0,7,1.0,11.0,1,1975,13.0,22.0,38.0,36.0,9000.0,,51.0
1497,FI,59288,260.0,1997.0,7,1.0,,1,1975,7.0,5.0,38.0,38.0,,,
1498,FI,59346,90.0,0.0,8,3.0,,1,2002,3.0,10.0,,,,,41.0
1499,FI,59366,120.0,1968.0,8,1.0,,1,1948,11.0,17.0,30.0,30.0,,,48.0
1500,FI,59401,120.0,1978.0,8,1.0,3.0,2,1958,10.0,17.0,40.0,40.0,5000.0,6000.0,62.0
1501,FI,59411,60.0,1957.0,9,1.0,1.0,2,1940,3.0,8.0,30.0,36.0,,,66.0
1502,FI,59416,150.0,2000.0,7,1.0,4.0,2,1983,5.0,12.0,37.0,37.0,2500.0,2700.0,60.0
1503,FI,59437,330.0,0.0,7,3.0,,1,1998,4.0,12.0,38.0,,2000.0,,53.0
1504,FI,59472,60.0,1973.0,8,1.0,11.0,2,1955,8.0,12.0,,32.0,1700.0,3000.0,57.0
1505,FI,59576,60.0,1963.0,3,1.0,,2,1940,8.0,14.0,36.0,36.0,,,53.0
1506,FI,59627,150.0,1973.0,8,1.0,5.0,2,1952,2.0,11.0,37.0,39.0,,,
1507,FI,59670,30.0,1962.0,9,1.0,3.0,1,1941,8.0,12.0,,4.0,,,71.0
1508,FI,59770,330.0,0.0,6,3.0,,1,1999,3.0,9.0,,,,,45.0
1509,FI,59780,60.0,1982.0,8,2.0,,1,1966,6.0,11.0,40.0,40.0,,,146.0
1510,FI,59786,120.0,2004.0,7,1.0,,1,1982,4.0,15.0,20.0,20.0,,,112.0
1511,FI,59861,180.0,2001.0,8,1.0,10.0,2,1983,9.0,15.0,42.0,44.0,,,51.0
1512,FI,59893,480.0,1995.0,8,1.0,,1,1974,4.0,15.0,38.0,45.0,3100.0,,54.0
1513,FI,59914,60.0,1976.0,9,1.0,3.0,2,1960,8.0,12.0,38.0,40.0,3100.0,3400.0,56.0
1514,FI,59915,240.0,2003.0,3,,,1,1982,5.0,12.0,40.0,40.0,,,63.0
1515,FI,59919,60.0,1976.0,8,1.0,10.0,2,1962,8.0,12.0,40.0,40.0,2700.0,3200.0,52.0
1516,FI,59935,,1960.0,7,1.0,3.0,1,1941,5.0,11.0,45.0,45.0,,,62.0
1517,FI,59939,,1965.0,8,1.0,12.0,2,1950,5.0,9.0,38.0,38.0,,,35.0
1518,FI,60048,270.0,1990.0,4,1.0,10.0,2,1975,12.0,24.0,40.0,60.0,3600.0,4200.0,50.0
1519,FI,60084,60.0,1979.0,8,1.0,3.0,1,1961,12.0,20.0,38.0,39.0,5500.0,,70.0
1520,FI,60120,60.0,2009.0,7,1.0,3.0,2,1988,9.0,16.0,40.0,40.0,2400.0,3500.0,70.0
1521,FI,60140,120.0,1981.0,9,1.0,4.0,2,1963,7.0,15.0,38.0,38.0,2500.0,,77.0
1522,FI,60208,630.0,2004.0,7,1.0,10.0,1,1982,8.0,17.0,40.0,40.0,2600.0,2800.0,74.0
1523,FI,60228,240.0,0.0,9,3.0,,2,2003,1.0,8.0,,,,,41.0
1524,FI,60238,360.0,2000.0,7,1.0,11.0,1,1980,10.0,17.0,40.0,40.0,4600.0,,
1525,FI,60246,90.0,1999.0,7,1.0,1.0,1,1979,9.0,16.0,56.0,60.0,5000.0,,53.0
1526,FI,60425,360.0,0.0,6,3.0,,2,2002,3.0,10.0,,,,,39.0
1527,FI,60441,90.0,1993.0,4,1.0,2.0,2,1969,5.0,13.0,38.0,38.0,,2800.0,48.0
1528,FI,60473,,1961.0,7,1.0,12.0,2,1944,2.0,8.0,40.0,40.0,,,62.0
1529,FI,60493,240.0,1981.0,7,2.0,,2,1962,8.0,17.0,20.0,20.0,,,60.0
1530,FI,60523,330.0,1978.0,7,1.0,16.0,2,1960,11.0,18.0,40.0,40.0,0.0,,59.0
1531,FI,60565,,1955.0,3,1.0,,2,1941,5.0,11.0,45.0,45.0,,,93.0
1532,FI,60648,480.0,2015.0,8,3.0,,1,1996,4.0,14.0,8.0,8.0,,,65.0
1533,FI,60665,900.0,2008.0,3,2.0,,1,1987,4.0,22.0,,,,,42.0
1534,FI,60716,,1950.0,8,1.0,,2,1935,2.0,8.0,38.0,37.0,,,102.0
1535,FI,60778,,1942.0,7,1.0,3.0,2,1936,8.0,19.0,40.0,46.0,,,66.0
1536,FI,60787,300.0,2001.0,7,1.0,1.0,1,1981,12.0,18.0,50.0,50.0,5000.0,5500.0,70.0
1537,FI,60853,,1944.0,4,1.0,1.0,2,1928,8.0,14.0,40.0,,,,
1538,FI,60899,,1965.0,8,1.0,3.0,1,1938,2.0,9.0,70.0,70.0,,,60.0
1539,FI,60910,300.0,1998.0,8,1.0,1.0,1,1978,5.0,13.0,38.0,38.0,1880.0,2000.0,66.0
1540,FI,60925,180.0,2010.0,5,1.0,,2,1990,5.0,12.0,25.0,25.0,1500.0,,38.0
1541,FI,61087,240.0,0.0,8,3.0,,1,1999,4.0,12.0,11.0,15.0,1800.0,2100.0,42.0
1542,FI,61090,90.0,1991.0,8,1.0,,2,1973,9.0,16.0,37.0,37.0,3600.0,,74.0
1543,FI,61114,480.0,2008.0,8,1.0,10.0,1,1989,4.0,16.0,38.0,38.0,,,44.0
1544,FI,61201,180.0,1968.0,8,1.0,2.0,2,1947,9.0,17.0,,,,,74.0
1545,FI,61328,,1978.0,7,1.0,5.0,2,1958,6.0,15.0,38.0,39.0,,2500.0,49.0
1546,FI,61386,360.0,0.0,9,3.0,,2,2002,3.0,9.0,30.0,30.0,,,49.0
1547,FI,61421,120.0,1984.0,8,1.0,10.0,2,1966,8.0,15.0,38.0,40.0,40000.0,,47.0
1548,FI,61469,120.0,1985.0,4,2.0,,2,1965,4.0,15.0,40.0,40.0,,,43.0
1549,FI,61492,150.0,1984.0,9,1.0,2.0,1,1967,12.0,21.0,40.0,40.0,3900.0,5000.0,68.0
1550,FI,61533,23.0,1975.0,9,1.0,3.0,2,1958,4.0,15.0,38.0,45.0,2650.0,3000.0,56.0
1551,FI,61548,60.0,1983.0,8,1.0,,2,1961,5.0,12.0,38.0,,,,53.0
1552,FI,61552,120.0,1980.0,8,1.0,10.0,2,1959,8.0,13.0,38.0,45.0,5300.0,,60.0
1553,FI,61567,300.0,2018.0,9,3.0,,2,2002,3.0,9.0,30.0,30.0,,,49.0
1554,FI,61622,480.0,1978.0,7,1.0,11.0,1,1957,12.0,20.0,30.0,30.0,6000.0,,115.0
1555,FI,61647,120.0,1991.0,7,1.0,11.0,2,1974,5.0,14.0,,55.0,2500.0,,60.0
1556,FI,61684,180.0,0.0,5,3.0,,2,2003,1.0,8.0,,,,,38.0
1557,FI,61695,60.0,1994.0,8,1.0,5.0,2,1975,8.0,15.0,38.0,40.0,2628.0,3000.0,76.0
1558,FI,61735,90.0,2000.0,5,1.0,4.0,1,1979,9.0,16.0,38.0,40.0,60000.0,,56.0
1559,FI,61770,120.0,1988.0,8,1.0,,2,1969,6.0,15.0,50.0,50.0,2500.0,4500.0,43.0
1560,FI,61807,240.0,1980.0,8,1.0,12.0,1,1958,14.0,22.0,37.0,45.0,4500.0,3500.0,54.0
1561,FI,61824,300.0,2012.0,7,1.0,10.0,2,1996,4.0,15.0,8.0,8.0,,,49.0
1562,FI,61922,120.0,2011.0,7,1.0,4.0,2,1989,9.0,17.0,39.0,,2500.0,3000.0,44.0
1563,FI,61949,170.0,1979.0,5,1.0,16.0,2,1964,8.0,15.0,38.0,38.0,,,66.0
1564,FI,62012,,1971.0,5,1.0,,1,1949,5.0,9.0,40.0,50.0,,,47.0
1565,FI,62054,30.0,1965.0,9,1.0,11.0,2,1943,3.0,10.0,38.0,46.0,,,126.0
1566,FI,62070,120.0,1981.0,6,1.0,3.0,1,1954,8.0,22.0,38.0,38.0,,,61.0
1567,FI,62161,,1975.0,8,1.0,3.0,2,1954,3.0,11.0,,,,,67.0
1568,FI,62242,120.0,1987.0,7,1.0,2.0,1,1960,2.0,10.0,40.0,40.0,3200.0,3000.0,56.0
1569,FI,62243,420.0,0.0,5,3.0,,2,2002,3.0,9.0,6.0,6.0,,,38.0
1570,FI,62294,90.0,2009.0,7,1.0,7.0,2,1989,5.0,12.0,35.0,36.0,2350.0,,39.0
1571,FI,62314,90.0,1964.0,7,1.0,12.0,2,1941,5.0,20.0,38.0,36.0,,,56.0
1572,FI,62332,40.0,1989.0,7,1.0,,2,1970,8.0,18.0,38.0,42.0,2350.0,3000.0,63.0
1573,FI,62352,60.0,1959.0,3,1.0,1.0,2,1938,5.0,10.0,40.0,40.0,,,49.0
1574,FI,62366,120.0,2010.0,4,1.0,2.0,1,1993,5.0,12.0,40.0,40.0,2600.0,3000.0,37.0
1575,FI,62373,,1957.0,6,1.0,10.0,2,1937,8.0,8.0,40.0,40.0,,,154.0
1576,FI,62417,120.0,1958.0,8,1.0,1.0,1,1939,12.0,17.0,55.0,55.0,,,43.0
1577,FI,62448,,1962.0,7,1.0,1.0,2,1943,5.0,12.0,38.0,38.0,,,59.0
1578,FI,62516,120.0,1973.0,3,1.0,11.0,2,1956,2.0,8.0,38.0,38.0,2100.0,2500.0,57.0
1579,FI,62534,60.0,1988.0,7,1.0,1.0,2,1968,9.0,15.0,37.0,37.0,2700.0,3500.0,67.0
1580,FI,62654,300.0,2005.0,7,1.0,10.0,2,1987,9.0,19.0,45.0,45.0,2400.0,,39.0
1581,FI,62665,180.0,1998.0,7,2.0,,2,1982,5.0,16.0,39.0,39.0,41000.0,46000.0,61.0
1582,FI,62667,120.0,1957.0,8,1.0,3.0,1,1929,5.0,11.0,38.0,38.0,,,63.0
1583,FI,62688,240.0,1973.0,7,1.0,1.0,1,1955,12.0,15.0,,50.0,9300.0,,56.0
1584,FI,62739,120.0,1974.0,6,1.0,1.0,2,1958,8.0,12.0,,,,,57.0
1585,FI,62768,30.0,1968.0,3,1.0,10.0,2,1951,3.0,10.0,24.0,24.0,,,57.0
1586,FI,62819,120.0,2006.0,8,1.0,12.0,1,1986,4.0,16.0,39.0,39.0,,,60.0
1587,FI,62837,150.0,2001.0,8,1.0,3.0,2,1983,4.0,12.0,45.0,45.0,2000.0,2500.0,47.0
1588,FI,62860,90.0,1975.0,8,1.0,2.0,2,1956,12.0,18.0,36.0,36.0,3000.0,3500.0,65.0
1589,FI,62871,180.0,0.0,4,3.0,,2,2002,3.0,11.0,8.0,8.0,,,35.0
1590,FI,62964,720.0,2006.0,8,1.0,,2,1986,5.0,12.0,38.0,38.0,,,41.0
1591,FI,63023,180.0,1994.0,9,1.0,1.0,2,1977,9.0,17.0,38.0,38.0,2600.0,3000.0,65.0
1592,FI,63059,,,6,1.0,,1,1942,2.0,7.0,40.0,40.0,,,54.0
1593,FI,63069,,1972.0,7,1.0,3.0,2,1951,8.0,12.0,20.0,20.0,,,52.0
1594,FI,63080,390.0,1999.0,7,1.0,11.0,2,1980,12.0,19.0,40.0,40.0,3000.0,,56.0
1595,FI,63199,60.0,1969.0,3,1.0,,2,1952,5.0,15.0,35.0,70.0,,,63.0
1596,FI,63206,60.0,1991.0,2,1.0,4.0,1,1973,12.0,22.0,38.0,38.0,,,52.0
1597,FI,63313,480.0,1998.0,7,2.0,,1,1974,3.0,9.0,40.0,40.0,,,56.0
1598,FI,63423,120.0,1994.0,8,1.0,4.0,1,1972,3.0,11.0,50.0,50.0,,,50.0
1599,FI,63447,90.0,1997.0,6,1.0,5.0,2,1978,12.0,18.0,113.0,113.0,4200.0,,75.0
1600,FI,63520,30.0,1965.0,8,1.0,1.0,2,1946,13.0,18.0,38.0,40.0,,,46.0
1601,FI,63554,150.0,1980.0,8,1.0,1.0,1,1955,7.0,14.0,38.0,42.0,4500.0,4500.0,
1602,FI,63560,600.0,2000.0,8,1.0,10.0,1,1980,12.0,19.0,38.0,39.0,5300.0,,31.0
1603,FI,63569,,1961.0,5,1.0,1.0,2,1942,12.0,15.0,,,,,92.0
1604,FI,63584,605.0,1985.0,5,1.0,1.0,2,1966,9.0,17.0,20.0,20.0,2500.0,3500.0,53.0
1605,FI,63620,540.0,2011.0,3,1.0,7.0,1,1990,9.0,18.0,38.0,39.0,3200.0,3500.0,61.0
1606,FI,63671,180.0,1996.0,9,2.0,,2,1976,4.0,14.0,40.0,40.0,,,51.0
1607,FI,63684,480.0,2000.0,8,1.0,1.0,2,1982,9.0,16.0,38.0,38.0,3300.0,,
1608,FI,63700,450.0,1998.0,9,1.0,10.0,2,1978,12.0,22.0,38.0,38.0,3546.0,,62.0
1609,FI,63718,120.0,2005.0,6,2.0,,2,1988,4.0,13.0,,,,,43.0
1610,FI,63758,120.0,1982.0,7,1.0,,1,1962,7.0,15.0,40.0,40.0,55000.0,55000.0,54.0
1611,FI,63802,30.0,1965.0,8,1.0,1.0,2,1946,2.0,10.0,37.0,37.0,,,64.0
1612,FI,63820,300.0,1998.0,6,1.0,16.0,1,1982,5.0,12.0,30.0,30.0,1800.0,3000.0,56.0
1613,FI,63823,,1979.0,5,1.0,4.0,1,1958,5.0,11.0,40.0,40.0,2500.0,,58.0
1614,FI,63859,60.0,1983.0,6,1.0,1.0,1,1963,9.0,19.0,30.0,30.0,15000.0,,54.0
1615,FI,63865,180.0,2005.0,3,1.0,4.0,1,1984,9.0,16.0,38.0,38.0,2500.0,,61.0
1616,FI,63923,180.0,2018.0,8,3.0,,1,1999,5.0,12.0,34.0,34.0,1900.0,,93.0
1617,FI,64004,90.0,1994.0,10,1.0,1.0,1,1976,9.0,18.0,15.0,15.0,2000.0,2200.0,66.0
1618,FI,64109,210.0,1989.0,8,1.0,1.0,1,1966,4.0,17.0,42.0,42.0,22000.0,,55.0
1619,FI,64146,90.0,1996.0,5,1.0,10.0,2,1980,9.0,19.0,38.0,39.0,2600.0,2900.0,70.0
1620,FI,64160,180.0,0.0,3,3.0,,2,1998,5.0,16.0,38.0,38.0,2103.0,2300.0,41.0
1621,FI,64161,120.0,1987.0,8,1.0,1.0,1,1971,7.0,14.0,40.0,50.0,3400.0,4400.0,54.0
1622,FI,64165,120.0,2018.0,6,3.0,,1,1999,1.0,10.0,,,,,43.0
1623,FI,64167,180.0,0.0,5,3.0,,2,2001,3.0,10.0,,5.0,250.0,,
1624,FI,64205,480.0,2016.0,7,2.0,,1,1994,5.0,15.0,40.0,40.0,,,53.0
1625,FI,64222,420.0,2011.0,6,1.0,,2,1991,12.0,18.0,38.0,42.0,3500.0,4500.0,37.0
1626,FI,64263,60.0,1972.0,7,1.0,,2,1953,9.0,16.0,24.0,24.0,,,66.0
1627,FI,64360,180.0,1989.0,9,1.0,12.0,2,1970,14.0,18.0,32.0,32.0,2800.0,,68.0
1628,FI,64479,20.0,2017.0,7,1.0,3.0,1,1958,5.0,13.0,20.0,20.0,40000.0,,95.0
1629,FI,64557,180.0,1996.0,4,1.0,1.0,2,1977,9.0,16.0,38.0,38.0,3800.0,,47.0
1630,FI,64569,61.0,1976.0,7,1.0,3.0,1,1957,5.0,14.0,38.0,38.0,4590.0,5000.0,64.0
1631,FI,64584,30.0,1970.0,8,1.0,3.0,2,1943,5.0,12.0,38.0,38.0,,,65.0
1632,FI,64613,90.0,1967.0,5,1.0,4.0,1,1945,5.0,10.0,40.0,40.0,,,105.0
1633,FI,64620,120.0,1957.0,8,1.0,1.0,2,1946,7.0,15.0,38.0,38.0,,,115.0
1634,FI,64622,,1973.0,4,1.0,11.0,2,1956,2.0,8.0,38.0,38.0,2400.0,2800.0,61.0
1635,FI,64660,60.0,1960.0,7,1.0,2.0,1,1943,8.0,15.0,38.0,40.0,,,76.0
1636,FI,64735,,0.0,9,2.0,,1,1942,2.0,8.0,,,,,84.0
1637,FI,64742,180.0,2000.0,6,1.0,1.0,1,1977,4.0,12.0,35.0,50.0,2700.0,3000.0,51.0
1638,FI,64746,,1960.0,7,1.0,11.0,1,1945,2.0,8.0,40.0,40.0,,,73.0
1639,FI,64749,,1973.0,9,1.0,4.0,1,1946,6.0,15.0,38.0,38.0,,,64.0
1640,FI,64778,180.0,2004.0,3,2.0,,1,1986,5.0,12.0,40.0,40.0,35000.0,,
1641,FI,64806,120.0,1970.0,7,1.0,,2,1951,3.0,12.0,38.0,38.0,,,54.0
1642,FI,64858,,1999.0,8,1.0,,1,1982,9.0,21.0,38.0,38.0,2700.0,3500.0,46.0
1643,FI,64916,60.0,1977.0,6,1.0,3.0,1,1956,3.0,9.0,36.0,45.0,3500.0,,51.0
1644,FI,64950,,1960.0,8,1.0,3.0,2,1941,5.0,9.0,45.0,45.0,,,68.0
1645,FI,64952,,1111.0,4,2.0,,1,1946,5.0,11.0,40.0,50.0,,,87.0
1646,FI,64993,420.0,2016.0,7,1.0,10.0,2,1987,5.0,14.0,38.0,42.0,2600.0,3100.0,36.0
1647,FI,64999,,1980.0,3,2.0,,2,1962,4.0,14.0,40.0,40.0,,,87.0
1648,FI,65165,120.0,1998.0,7,1.0,3.0,1,1982,9.0,18.0,40.0,47.0,3400.0,,51.0
1649,FI,65202,180.0,2011.0,7,2.0,,1,1992,5.0,12.0,40.0,40.0,3000.0,3500.0,46.0
1650,FI,65269,600.0,0.0,5,3.0,,1,2001,2.0,10.0,35.0,35.0,0.0,,62.0
1651,FI,65296,,1974.0,8,2.0,,2,1955,5.0,7.0,19.0,19.0,,,74.0
1652,FI,65311,120.0,1972.0,6,1.0,12.0,2,1955,5.0,12.0,38.0,38.0,,,70.0
1653,FI,65390,,,8,1.0,12.0,1,1951,5.0,12.0,40.0,,,,35.0
1654,FI,65413,120.0,1982.0,7,1.0,10.0,1,1961,2.0,9.0,40.0,40.0,2700.0,3500.0,46.0
1655,FI,65450,122.0,1975.0,7,1.0,1.0,1,1956,8.0,13.0,39.0,49.0,,,45.0
1656,FI,65456,90.0,1995.0,7,1.0,1.0,2,1978,8.0,20.0,38.0,38.0,2800.0,,53.0
1657,FI,65461,120.0,1992.0,8,1.0,3.0,2,1976,8.0,16.0,40.0,50.0,3250.0,,60.0
1658,FI,65593,120.0,1961.0,8,1.0,1.0,1,1938,5.0,10.0,50.0,50.0,,,60.0
1659,FI,65634,,1976.0,7,2.0,,1,1958,5.0,12.0,40.0,40.0,,,75.0
1660,FI,65638,,1974.0,8,1.0,3.0,1,1952,5.0,10.0,40.0,35.0,,,91.0
1661,FI,65675,90.0,1997.0,9,1.0,3.0,1,1976,12.0,18.0,40.0,40.0,3550.0,,55.0
1662,FI,65682,120.0,2010.0,7,1.0,3.0,1,1989,10.0,19.0,36.0,43.0,3411.0,,
1663,FI,65829,540.0,1998.0,8,1.0,10.0,2,1975,11.0,18.0,38.0,42.0,4500.0,,52.0
1664,FI,65957,480.0,2016.0,9,1.0,10.0,1,1996,4.0,14.0,40.0,40.0,10000.0,,64.0
1665,FI,65968,600.0,1989.0,7,1.0,1.0,1,1969,9.0,20.0,60.0,60.0,80000.0,100000.0,63.0
1666,FI,65973,90.0,1983.0,7,1.0,3.0,2,1964,10.0,23.0,38.0,38.0,3400.0,3400.0,58.0
1667,FI,66042,180.0,2001.0,8,1.0,,2,1985,12.0,20.0,38.0,40.0,,3250.0,51.0
1668,FI,66093,,1979.0,5,1.0,11.0,1,1964,2.0,9.0,,84.0,,,41.0
1669,FI,66099,360.0,1995.0,8,1.0,11.0,1,1979,9.0,19.0,38.0,44.0,4299.0,,52.0
1670,FI,66114,120.0,0.0,5,3.0,,1,2000,3.0,11.0,45.0,45.0,,,47.0
1671,FI,66121,,1956.0,3,1.0,4.0,2,1939,1.0,8.0,38.0,43.0,,,131.0
1672,FI,66134,,0.0,3,1.0,4.0,1,1951,12.0,20.0,40.0,40.0,,,61.0
1673,FI,66140,420.0,1990.0,9,1.0,10.0,2,1971,11.0,18.0,38.0,38.0,3500.0,,46.0
1674,FI,66184,720.0,2018.0,6,3.0,,1,2000,3.0,11.0,,,,,51.0
1675,FI,66195,120.0,0.0,7,3.0,,1,2001,3.0,11.0,40.0,50.0,,,44.0
1676,FI,66265,360.0,2010.0,7,1.0,11.0,2,1992,6.0,14.0,,35.0,20000.0,,101.0
1677,FI,66434,,1972.0,5,1.0,3.0,1,1954,2.0,9.0,40.0,40.0,,,84.0
1678,FI,66481,,1958.0,8,1.0,5.0,2,1933,3.0,12.0,40.0,40.0,,,96.0
1679,FI,66485,480.0,2016.0,8,3.0,,2,1997,4.0,14.0,8.0,8.0,200.0,,59.0
1680,FI,66489,120.0,1979.0,8,1.0,11.0,2,1959,9.0,18.0,39.0,42.0,3580.0,,40.0
1681,FI,66497,120.0,2018.0,7,1.0,12.0,1,1995,5.0,14.0,16.0,16.0,2100.0,,44.0
1682,FI,66516,360.0,1997.0,8,1.0,,2,1977,4.0,17.0,38.0,45.0,4200.0,,41.0
1683,FI,66642,600.0,2007.0,7,1.0,2.0,2,1987,9.0,15.0,38.0,41.0,3100.0,3600.0,43.0
1684,FI,66727,480.0,1996.0,7,1.0,1.0,2,1977,13.0,20.0,38.0,42.0,5400.0,,47.0
1685,FI,66785,180.0,1982.0,5,1.0,11.0,2,1965,9.0,17.0,24.0,26.0,1600.0,3000.0,65.0
1686,FI,66819,120.0,1980.0,8,1.0,3.0,2,1960,12.0,16.0,35.0,35.0,3500.0,4000.0,46.0
1687,FI,66850,180.0,1999.0,8,1.0,4.0,1,1982,5.0,12.0,40.0,38.0,3000.0,,46.0
1688,FI,66961,120.0,2005.0,9,1.0,10.0,1,1983,12.0,18.0,38.0,42.0,3000.0,3600.0,66.0
1689,FI,66979,120.0,1957.0,5,1.0,11.0,2,1936,3.0,10.0,40.0,40.0,,,87.0
1690,FI,67131,,1983.0,7,1.0,3.0,1,1960,3.0,9.0,40.0,40.0,3300.0,,54.0
1691,FI,67173,180.0,1970.0,6,1.0,1.0,2,1950,11.0,19.0,40.0,40.0,,,73.0
1692,FI,67211,90.0,1969.0,9,1.0,11.0,1,1947,5.0,12.0,40.0,40.0,,,50.0
1693,FI,67271,360.0,1985.0,6,2.0,,1,1964,5.0,11.0,38.0,38.0,2200.0,2500.0,57.0
1694,FI,67274,60.0,1968.0,8,1.0,1.0,1,1943,9.0,15.0,60.0,60.0,,,48.0
1695,FI,67283,240.0,1980.0,4,1.0,10.0,1,1961,6.0,22.0,37.0,40.0,5100.0,,43.0
1696,FI,67315,120.0,1958.0,6,1.0,,2,1940,3.0,10.0,40.0,40.0,,,58.0
1697,FI,67341,300.0,2000.0,7,1.0,4.0,1,1978,9.0,18.0,39.0,39.0,4000.0,,89.0
1698,FI,67350,60.0,1957.0,7,1.0,,2,1947,5.0,10.0,38.0,38.0,,,39.0
1699,FI,67373,240.0,0.0,7,3.0,,2,2001,3.0,11.0,24.0,24.0,,,46.0
1700,FI,67411,60.0,1964.0,8,1.0,4.0,1,1946,2.0,8.0,40.0,45.0,,,47.0
1701,FI,67420,180.0,0.0,8,3.0,,1,2000,5.0,12.0,40.0,40.0,2100.0,,
1702,FI,67516,180.0,1988.0,6,1.0,1.0,1,1965,8.0,17.0,38.0,42.0,6500.0,,49.0
1703,FI,67545,60.0,2011.0,7,1.0,,2,1992,6.0,17.0,38.0,,,,46.0
1704,FI,67561,,1960.0,7,1.0,11.0,1,1938,2.0,8.0,40.0,40.0,,,113.0
1705,FI,67587,60.0,1999.0,3,2.0,,2,1982,5.0,13.0,40.0,40.0,,,49.0
1706,FI,67675,120.0,2011.0,7,1.0,12.0,2,1991,10.0,19.0,30.0,30.0,,,54.0
1707,FI,67676,120.0,1980.0,8,1.0,,1,1960,2.0,9.0,10.0,55.0,3200.0,4500.0,50.0
1708,FI,67767,180.0,1985.0,7,2.0,,2,1966,4.0,15.0,38.0,38.0,2000.0,4500.0,46.0
1709,FI,67802,60.0,2002.0,8,1.0,10.0,2,1982,11.0,19.0,38.0,39.0,,,43.0
1710,FI,67840,180.0,1998.0,3,1.0,4.0,1,1976,9.0,19.0,38.0,38.0,3350.0,3500.0,40.0
1711,FI,67848,120.0,1990.0,7,1.0,3.0,2,1969,9.0,18.0,43.0,45.0,2800.0,3000.0,44.0
1712,FI,67906,150.0,1975.0,7,1.0,10.0,1,1957,14.0,20.0,38.0,40.0,6500.0,6000.0,65.0
1713,FI,67951,480.0,1976.0,9,1.0,12.0,1,1954,11.0,18.0,38.0,40.0,4600.0,5000.0,80.0
1714,FI,67953,120.0,1995.0,8,1.0,3.0,2,1974,8.0,13.0,30.0,30.0,,,57.0
1715,FI,67964,15.0,1984.0,3,1.0,,2,1960,9.0,14.0,38.0,40.0,,,50.0
1716,FI,68001,270.0,1985.0,8,1.0,7.0,2,1964,6.0,19.0,38.0,38.0,2300.0,3000.0,80.0
1717,FI,68006,90.0,1984.0,7,1.0,,1,1968,5.0,14.0,36.0,40.0,54000.0,,62.0
1718,FI,68053,180.0,2012.0,6,1.0,4.0,1,1994,5.0,14.0,40.0,40.0,2080.0,2450.0,54.0
1719,FI,68058,90.0,1968.0,7,1.0,1.0,1,1949,8.0,14.0,38.0,40.0,,,59.0
1720,FI,68087,60.0,1968.0,8,1.0,,1,1946,2.0,8.0,40.0,50.0,,,56.0
1721,FI,68193,30.0,1976.0,10,1.0,5.0,2,1957,6.0,15.0,50.0,50.0,,,68.0
1722,FI,68252,120.0,1999.0,7,1.0,7.0,1,1977,5.0,12.0,40.0,53.0,1950.0,,59.0
1723,FI,68326,120.0,1990.0,9,1.0,3.0,1,1974,14.0,26.0,50.0,50.0,6800.0,,40.0
1724,FI,68406,90.0,1968.0,7,1.0,11.0,2,1949,6.0,14.0,38.0,38.0,,,55.0
1725,FI,68417,240.0,2014.0,8,2.0,,1,1990,4.0,17.0,40.0,42.0,2200.0,2400.0,54.0
1726,FI,68445,180.0,2003.0,4,2.0,,1,1983,5.0,12.0,40.0,40.0,,,61.0
1727,FI,68532,90.0,2018.0,9,3.0,,2,1998,4.0,13.0,10.0,15.0,,,54.0
1728,FI,68566,360.0,2016.0,3,2.0,,2,1994,5.0,13.0,20.0,28.0,,,47.0
1729,FI,68615,300.0,2016.0,9,1.0,1.0,1,1995,4.0,14.0,10.0,10.0,,,37.0
1730,FI,68671,,1970.0,7,1.0,,2,1947,8.0,12.0,3.0,3.0,,,68.0
1731,FI,68698,180.0,2004.0,6,1.0,1.0,2,1984,9.0,25.0,70.0,70.0,500.0,5000.0,83.0
1732,FI,68798,60.0,1971.0,8,1.0,10.0,1,1951,12.0,18.0,50.0,50.0,,,44.0
1733,FI,68842,90.0,1961.0,8,1.0,11.0,2,1945,5.0,18.0,40.0,40.0,,,54.0
1734,FI,68911,480.0,1986.0,5,1.0,1.0,2,1966,8.0,16.0,38.0,38.0,2650.0,,54.0
1735,FI,69062,40.0,2003.0,2,1.0,2.0,1,1978,7.0,15.0,40.0,40.0,40000.0,,56.0
1736,FI,69186,180.0,1980.0,7,1.0,1.0,2,1961,11.0,20.0,38.0,40.0,5000.0,,54.0
1737,FI,69278,90.0,1962.0,8,1.0,1.0,1,1943,12.0,18.0,20.0,20.0,,,77.0
1738,FI,69288,180.0,2004.0,7,1.0,12.0,1,1985,9.0,20.0,5.0,5.0,,,44.0
